,urls
11312,"http://szczecin.wyborcza.pl/szczecin/7,34939,23957968,szczecinianie-zaspiewali-sto-lat-i-zrobili-zdjecie-prezent.html"
11313,"http://poznan.wyborcza.pl/poznan/7,36001,23957619,poscig-w-centrum-miasta-porsche-wjechalo-w-brame.html"
11314,"http://kielce.wyborcza.pl/kielce/7,47262,23957698,wybory-2018-prezes-psl-w-kielcach-uruchomil-licznik-klamstw.html"
11315,"http://wyborcza.pl/7,154903,23957366,mistrzostwa-swiata-w-siatkowce-2018-polska-gra-o-awans-czy.html"
11316,"http://szczecin.wyborcza.pl/szczecin/7,34939,23957140,dzialaczka-kod-przedstawie-przed-sadem-nowe-watki-w-sprawie.html"
11317,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23947752,wielka-inwestycja-w-jakuszycach-dla-zawodowcow-i-amatorow.html"
11318,"http://lodz.wyborcza.pl/lodz/7,35136,23950535,wiem-czemu-mame-spotkala-ta-tragedia-zeby-przypomniec-jacy.html"
11319,"http://wyborcza.pl/7,75399,23952855,wielka-brytania-test-prenatalny-wykazal-dziewczynke-to-bedzie.html"
11320,"http://wyborcza.pl/7,75400,23957066,czy-samochodem-elektrycznym-dojedziesz-z-zakopanego-do-gdanska.html"
11321,"http://wyborcza.pl/7,75399,23952294,w-jemenie-rosnie-cale-pokolenie-zniszczone-wojna-i-bez-przyszlosci.html"
11322,"http://lodz.wyborcza.pl/lodz/7,35136,23951100,przyszlosc-transportu-bedzie-testowana-pod-lodzia-na-tory-wyjedzie.html"
11323,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23950693,rusza-piata-wyprawa-w-poszukiwaniu-orla.html"
11324,"http://krakow.wyborcza.pl/krakow/7,44425,23957018,mamy-prawo-do-sadu-demonstracja-kod-na-rynku-glownym-w-krakowie.html"
11325,"http://wyborcza.pl/7,155287,23952432,koniec-drogowych-sporow-o-1-1-mld-zl-kontrolowany-przez-panstwowe.html"
11326,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23956817,cenzura-w-tvp-podczas-relacji-z-gali-wreczenia-nagrod-43-festiwalu.html"
11327,"http://wyborcza.pl/7,75398,23956498,biedron-jak-macron-the-economist-zastanawia-sie-czy-mlody.html"
11328,"http://wyborcza.pl/7,155287,23955905,jak-mozecie-ogladac-patryka-jakiego-kiedy-pracujacy-dla-panstwa.html"
11329,"http://wyborcza.pl/7,101707,23956533,kler-w-gdyni-tylko-z-nagroda-specjalna-ex-aequo-z-nowym.html"
11330,"http://krakow.wyborcza.pl/krakow/7,35800,23955184,lv-bet-zada-wyjasnien-od-wisly-w-sprawie-materialu-superwizjera.html"
11331,"http://krakow.wyborcza.pl/krakow/7,44425,23955007,pierwszy-snieg-w-tatrach-szlaki-sliskie-i-blotniste.html"
11332,"http://lodz.wyborcza.pl/lodz/7,35136,23956302,lodzcy-policjanci-zapobiegli-bojce-kilkudziesieciu-pseudokibicow.html"
11333,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23956297,policja-zatrzymala-pedzace-audi-juz-chcieli-ukarac-kierowce.html"
11334,"http://czestochowa.wyborcza.pl/czestochowa/7,89625,23952048,zus-ostrzega-przed-falszywymi-maila-uwaga-to-wirus.html"
11335,"http://wyborcza.pl/7,155287,23955148,20-tys-pracownikow-i-pracownic-na-protescie-w-warszawie-premier.html"
11336,"http://warszawa.wyborcza.pl/warszawa/7,54420,23955429,prezes-pis-i-premier-wspieraja-patryka-jakiego.html"
11337,"http://szczecin.wyborcza.pl/szczecin/7,34939,23955220,sochanski-oglada-matecki-nagrywa-wspanialy-film-propagandowy.html"
11338,"http://warszawa.wyborcza.pl/warszawa/7,54420,23953563,hrabia-potocki-samozwanczy-prezydent-polski-zalozyl-partie.html"
11339,"http://bialystok.wyborcza.pl/bialystok/7,35241,23955151,wybory-samorzadowe-2018-gowin-bierze-w-obrone-wszechpolakow.html"
11340,"http://warszawa.wyborcza.pl/warszawa/7,54420,23954687,patryk-jaki-wszyscy-tworzymy-warszawe-takie-samo-haslo-miala.html"
11341,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23954740,mezczyzna-ktora-zaatakowal-synagoge-moze-byc-niepoczytalny.html"
11342,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35611,23954509,dyrektor-fpff-o-zlotym-klakierze-mam-wrazenie-ze-wszyscy-pogubilismy.html"
11343,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23954643,schetyna-na-konwencji-koalicji-obywatelskiej-we-wroclawiu-obronimy.html"
11344,"http://wyborcza.pl/7,75398,23954693,kaczynski-na-konwencji-pis-w-olsztynie-atakuje-sedziow.html"
11345,"http://wyborcza.pl/7,75400,23954470,bialuchy-i-narwale-tez-przechodza-menopauze.html"
11346,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,23954450,wybory-2018-konwencja-wyborcza-psl-w-rzeszowie-w-kosiniak-kamysz.html"
11347,"http://warszawa.wyborcza.pl/warszawa/7,54420,23954501,rafal-trzaskowski-wzywa-wszystkich-kontrkandydatow-do-debaty.html"
11348,"http://wyborcza.pl/7,75398,23954503,nauczyciele-zadamy-podwyzek-i-dymisji-zalewskiej.html"
11349,"http://wyborcza.pl/7,75398,23954094,pracownik-telewizji-bielsat-wrzucil-do-sieci-zdjecie-ze-spotkania.html"
11350,"http://wyborcza.pl/7,75399,23952641,najbardziej-poszukiwany-czlowiek-w-kolumbii-lider-partyzantki.html"
11351,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23952828,psalterz-wroclawski-z-cambridge-obejrzysz-w-muzeum-miejskim.html"
11352,"http://warszawa.wyborcza.pl/warszawa/7,54420,23953445,kosciol-nie-dostanie-dzialki-na-odolanach-wladze-woli-domagaja.html"
11353,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23953532,konwencja-pis-w-gdansku-morawiecki-skladal-obietnice-kod-krzyczal.html"
11354,"http://wyborcza.pl/7,75399,23952535,kim-jest-polak-oskarzony-o-zlecenie-zabojstwa-miliarderki-z.html"
11355,"http://krakow.wyborcza.pl/krakow/7,44425,23953807,to-spektakl-pod-wybory-bartosz-szydlowski-odpowiada-na-zarzuty.html"
11356,"http://lublin.wyborcza.pl/lublin/7,48724,23947054,mateusza-szukala-policja-w-calej-polsce-nikt-nie-pomyslal.html"
11357,"http://wyborcza.pl/7,75399,23951883,rzad-hiszpanii-chce-odzyskac-od-kosciola-czesc-nieruchomosci.html"
11358,"http://wyborcza.pl/7,75399,23951622,chiny-graja-z-innymi-mocarstwami-o-wysoka-stawke-w-panstwie.html"
11359,"http://wyborcza.pl/TylkoZdrowie/7,157387,23952769,pogoda-w-weekend-22-23-wrzesnia-2018-r.html"
11360,"http://wyborcza.pl/7,155287,23939215,bayer-dla-europy-rozwiazanie-problemu-glodu-nie-jest-priorytetem.html"
11361,"http://wyborcza.pl/7,155287,23951327,jan-guz-premier-jako-bankowiec-nie-zyl-nigdy-z-placy-minimalnej.html"
11362,"http://wyborcza.pl/7,155287,23952308,deweloperzy-nie-maja-gdzie-budowac-przez-co-rosna-ceny-mieszkan.html"
11363,"http://wyborcza.pl/7,113768,23953407,sopranistka-ewa-tracz-wygrala-konkurs-szymanowskiego-final.html"
11364,"http://torun.wyborcza.pl/torun/7,48723,23953314,torun-znow-stanal-w-obronie-sedziow-zdjecia.html"
11365,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23952737,narodowa-wyprawa-na-k2-w-ladku-zdroju-himalaisci-po-raz-pierwszy.html"
11366,"http://wyborcza.pl/7,75399,23953194,new-york-times-opowiada-historie-rosyjskiej-napasci-na-amerykanska.html"
11367,"http://warszawa.wyborcza.pl/warszawa/7,54420,23952873,zmyslone-numery-pesel-na-listach-partii-kornela-morawieckiego.html"
11368,"http://wyborcza.pl/7,75399,23952854,rosjanie-chcieli-pomoc-assange-owi-w-ucieczce-z-wielkiej-brytanii.html"
11369,"http://wyborcza.pl/7,75398,23952949,niespodziewana-zmiana-jest-nowa-kandydatka-pis-na-rzeczniczke.html"
11370,"http://wyborcza.biz/biznes/7,147880,23952805,rzad-ustepuje-policjantom-beda-odchodzic-na-emeryture-majac.html"
11371,"http://wyborcza.pl/7,75399,23952822,marine-le-pen-skierowana-na-badania-psychiatryczne-ale-odmawia.html"
11372,"http://katowice.wyborcza.pl/katowice/7,35063,23952791,falszywe-podpisy-pod-listami-pis-do-rady-miasta-komisja-wyborcza.html"
11373,"http://wyborcza.pl/7,101707,23952757,wilkolak-najwieksze-zaskoczenie-festiwalu-w-gdyni-udany.html"
11374,"http://wyborcza.pl/7,75399,23952750,komisja-europejska-jest-gotowa-zaskarzyc-polske-do-trybunalu.html"
11375,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,23952596,wybory-2018-komisarz-w-przemyslu-odrzucil-odwolanie-pis-listy.html"
11376,"http://kielce.wyborcza.pl/kielce/7,47262,23952410,instruktor-jazdy-podejrzany-o-wymuszanie-czynnosci-seksualnych.html"
11377,"http://poznan.wyborcza.pl/poznan/7,36006,23952011,pseudokibice-gornika-konin-pobili-na-meczu-policjantow-teraz.html"
11378,"http://wyborcza.pl/7,75398,23952069,koalicja-obywatelska-wygrala-apelacje-sad-zajmie-sie-slowami.html"
11379,"http://wyborcza.pl/7,75399,23951816,tanzania-katastrofa-promu-136-osob-nie-zyje.html"
11380,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23952082,prezes-publicznego-radia-gdansk-zablokowal-nagrode-dla-filmu.html"
11381,"http://krakow.wyborcza.pl/krakow/7,44425,23952131,wp-ksiadz-stryczek-zlozyl-rezygnacje-z-funkcji-prezesa-wiosny.html"
11382,"http://kielce.wyborcza.pl/kielce/7,47262,23950856,wybory-2018-urzednicy-zaszczuli-kandydatki-z-listy-wenty-to.html"
11383,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,23950607,wybory-2018-pis-nie-zarejestrowal-list-w-przemyslu-komisarz.html"
11384,"http://wyborcza.pl/7,113768,23951667,ambasador-polski-w-izraelu-rezygnuje-z-wygloszenia-laudacji.html"
11385,"http://wyborcza.pl/7,75398,23950981,krs-zawieszenie-polski-w-europejskiej-sieci-rad-sadownictwa.html"
11386,"http://poznan.wyborcza.pl/poznan/7,36001,23951095,tadeusz-zysk-w-moich-sondazach-moge-liczyc-na-okolo-30-procentowe.html"
11387,"http://wyborcza.pl/7,75399,23951452,greckie-wyspy-koszmarna-pulapka-dla-migrantow.html"
11388,"http://katowice.wyborcza.pl/katowice/7,35063,23951131,trzech-katowickich-prokuratorow-w-sadzie-najwyzszym-to-kaci.html"
11389,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23950826,nozownik-z-wroclawia-dostal-trzymiesieczny-areszt-odmowil-skladania.html"
11390,"http://wyborcza.pl/7,75398,23950904,krrit-przyznala-racje-wyborczej-w-sporze-z-tvp-i-pouczyla.html"
11391,"http://krakow.wyborcza.pl/krakow/7,44425,23950553,wybory-2018-prezydent-majchrowski-obiecuje-wprowadzenie-zasilku.html"
11392,"http://krakow.wyborcza.pl/krakow/7,44425,23950827,wypadek-w-tatrach-wypadek-przewodnika-i-turysty-z-polski-pod.html"
11393,"http://poznan.wyborcza.pl/poznan/7,36001,23950390,dzialacze-sld-ida-do-wyborow-z-jaroslawem-puckiem-i-ostro-krytykuja.html"
11394,"http://wyborcza.pl/7,75399,23950811,trump-proponuje-odgrodzic-europe-od-sahary-murem.html"
11395,"http://wyborcza.pl/7,75400,23949615,dzielenie-sie-jest-zarazliwe.html"
11396,"http://bialystok.wyborcza.pl/bialystok/7,35241,23950546,wybory-samorzadowe-2018-ipn-dokonuje-zamachu-na-wybory.html"
11397,"http://wyborcza.pl/7,75399,23949902,burza-na-wyspach-po-zdecydowanych-slowach-tuska-i-macrona-co.html"
11398,"http://wyborcza.pl/7,155287,23950301,usa-ukaraly-chiny-za-lamanie-sankcji-na-rosje.html"
11399,"http://wyborcza.pl/7,155287,23949998,nie-bylo-wyprzedazy-w-autosalonach-nasze-sierpniowe-zakupy.html"
11400,"http://poznan.wyborcza.pl/poznan/7,36001,23949741,cialo-zaginionej-75-letniej-jadwigi-znaleziono-nad-warta-zostala.html"
11401,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23946890,mieszkancy-szklarskiej-poreby-walcza-z-deweloperem-zamuruje.html"
11402,"http://krakow.wyborcza.pl/krakow/7,44425,23950257,czy-ks-stryczek-znecal-sie-nad-podwladnymi-w-stowarzyszeniu.html"
11403,"http://wyborcza.pl/7,75398,23950240,prokuratorski-desant-w-sadzie-najwyzszym-juz-sie-zjawil-to.html"
11404,"http://katowice.wyborcza.pl/katowice/7,35063,23949757,wybory-samorzadowe-2018-pis-zglosil-na-radnego-klamce-lustracyjnego.html"
11405,"http://wyborcza.pl/7,75398,23950166,nauczyciele-i-rodzice-chca-dymisji-minister-zalewskiej-w-sobote.html"
11406,"http://warszawa.wyborcza.pl/warszawa/7,54420,23949836,trzaskowski-pis-skaze-sie-na-bycie-na-marginesie-albo-poza.html"
11407,"http://wyborcza.pl/7,75398,23948987,krajowa-rada-sadownictwa-chce-wystapic-z-europejskiej-sieci.html"
11408,"http://wyborcza.pl/7,75399,23949412,w-australii-szerzy-sie-panika-ktorej-powodem-sa-truskawki.html"
11409,"http://wyborcza.pl/7,75400,23948993,najstarsze-piwo-swiata-sprzed-13-7-tys-lat-czyzby-rewolucje.html"
11410,"http://bielskobiala.wyborcza.pl/bielskobiala/7,88025,23949156,wybory-samorzadowe-2018-prawicowy-kandydat-na-radnego-obrazal.html"
11411,"http://wyborcza.pl/7,75398,23949168,spotkanie-prof-gersdorf-i-premiera-morawieckiego-podczas-spotkania.html"
11412,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23949002,wypadek-na-promie-stena-spirit-ciezarowka-przejechala-mezczyzne.html"
11413,"http://krakow.wyborcza.pl/krakow/7,44425,23948003,chinscy-skimmerzy-przylapani-w-galerii-krakowskiej.html"
11414,"http://wyborcza.pl/7,75398,23948767,moj-pierwszy-raz-czytajcie-i-wybierajcie.html"
11415,"http://wyborcza.pl/7,75398,23948779,premier-morawiecki-przejmuje-polska-grupe-zbrojeniowa.html"
11416,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23947121,sad-nad-reportazem-tvp-gdansk-o-przyjacielu-jacka-kurskiego.html"
11417,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23945847,dzieci-i-rodzenstwo-znanych-politykow-kandyduja-do-sejmiku.html"
11418,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23948683,pierwszy-wroclawski-proces-wyborczy-sztab-komitetu-dutkiewicza.html"
11419,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23948658,biura-podrozy-millenium-travel-zbankrutowalo-300-turystow-wciaz.html"
11420,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,23947476,odwolali-rockowy-festiwal-bo-matka-boska-upomniala-sie-o-swoje.html"
11421,"http://wyborcza.pl/TylkoZdrowie/7,157387,23946818,pogoda-w-piatek-21-wrzesnia-2018-r.html"
11422,"http://wyborcza.pl/7,75398,23946808,rzecznik-praw-dziecka-ponad-podzialami-pis-ma-nowego-kandydata.html"
11423,"http://wyborcza.pl/7,155287,23944629,w-sobote-budzetowka-w-pazdzierniku-mundurowi-pomoc-spoleczna.html"
11424,"http://wyborcza.pl/7,75400,23943613,w-piatek-ostatni-dzien-lata-czy-razem-z-piekna-pogoda-skonczy.html"
11425,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35611,23946939,festiwal-polskich-filmow-fabularnych-w-gdyni-reaktywacja-adasia.html"
11426,"http://katowice.wyborcza.pl/katowice/7,35063,23947660,dyrektor-w-panstwowej-enei-zwolniony-z-pracy-wczesniej.html"
11427,"http://poznan.wyborcza.pl/poznan/7,36001,23916423,radni-pis.html"
11428,"http://wyborcza.pl/7,75398,23947652,ziobro-ma-bat-na-sedziow-powolano-sedziow-izby-dyscyplinarnej.html"
11429,"http://wyborcza.pl/7,75399,23947658,polska-dyplomacja-jak-dziecko-we-mgle.html"
11430,"http://wyborcza.pl/7,75400,23944569,oto-jedne-z-najstarszych-zwierzat-swiata.html"
11431,"http://wyborcza.pl/7,75399,23947623,unijny-szczyt-w-salzburgu-o-migracji-i-brexicie-bez-przelomow.html"
11432,"http://lublin.wyborcza.pl/lublin/7,48724,23947619,beata-szydlo-w-lublinie-wielka-awantura-na-wiecu-pis-zdjecia.html"
11433,"http://kielce.wyborcza.pl/kielce/7,47262,23947625,wybory-2018-kandydatka-i-wiceprzewodniczacy-od-wenty-zlozyli.html"
11434,"http://wyborcza.pl/7,75399,23947399,usa-strzelanina-w-hrabstwie-harford-county-w-stanie-maryland.html"
11435,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23946948,nergal-ponownie-stanie-przed-sadem-za-zniewazenie-godla-sprawa.html"
11436,"http://wyborcza.pl/7,155287,23947260,zagadkowe-problemy-orlenu-z-amerykanskim-ge.html"
11437,"http://wyborcza.pl/7,75399,23947228,rosyjskie-cuda-nad-urna-czyli-kto-wygral-wybory-w-kraju-nadmorskim.html"
11438,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23944101,mial-zniewazyc-trzech-obywateli-indii-na-dworcu-pkp-policja.html"
11439,"http://kielce.wyborcza.pl/kielce/7,47262,23946923,sad-skazal-organizatorke-drastycznej-wystawy-w-centrum-kielc.html"
11440,"http://krakow.wyborcza.pl/krakow/7,44425,23946822,ksiadz-stryczek-oddaje-sie-do-dyspozycji-zarzadu-stowarzyszenia.html"
11441,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23946219,sad-odrzucil-pozew-parafian-przeciwko-biskupowi-decowi-oskarzaja.html"
11442,"http://lublin.wyborcza.pl/lublin/7,48724,23946599,klamcy-goraco-na-konferencji-pis.html"
11443,"http://wyborcza.pl/7,75400,23945873,amerykanscy-psychologowie-wyroznili-nowe-typy-osobowosci-ktorym.html"
11444,"http://wyborcza.pl/7,75398,23946163,nowym-podzial-dyscyplin-naukowych-jest-astronomia-i-teologia.html"
11445,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,23945802,wybory-2018-pis-w-jasle-nie-zarejestrowal-zadnej-listy-do-rady.html"
11446,"http://wyborcza.pl/7,75399,23945881,szczyt-obu-korei-w-pjongjangu-napiecie-opada-nadzieje-rosna.html"
11447,"http://warszawa.wyborcza.pl/warszawa/7,54420,23945871,wybory-samorzadowe-2018-szef-sztabu-patryka-jakiego-wystartowal.html"
11448,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23945618,pis-nie-zarejestrowal-kandydatow-w-powiecie-slupskim-przez-bledy.html"
11449,"http://wyborcza.pl/7,155287,23945476,kolejna-afera-w-europie-z-brudnymi-pieniedzmi-z-rosji-najwiekszy.html"
11450,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23945295,atak-nozownika-we-wroclawiu-policja-zatrzymala-sprawce.html"
11451,"http://poznan.wyborcza.pl/poznan/7,36001,23945127,czy-kosciol-zaplaci-milion-zlotych-ofierze-ksiedza-pedofila.html"
11452,"http://krakow.wyborcza.pl/krakow/7,44425,23944290,mobbing-zastraszanie-presja-reportaz-onetu-ujawnia-kulisy.html"
11453,"http://kielce.wyborcza.pl/kielce/7,47262,23945124,problem-z-komisjami-wyborczymi-ludzie-sie-boja-tam-pracowac.html"
11454,"http://wyborcza.pl/7,155287,23944665,koreanczycy-chca-budowac-elektrownie-jadrowa-w-polsce.html"
11455,"http://wyborcza.pl/7,75398,23945186,oto-sedziowie-izby-dyscyplinarnej-sadu-najwyzszego-na-liscie.html"
11456,"http://wyborcza.pl/7,75399,23945160,francuzi-skazani-za-ksiezna-kate-topless-ale-nie-tak-srogo.html"
11457,"http://wyborcza.pl/7,75400,23944025,czy-w-walce-ze-szkodnikami-pomoga-nam-rosliny.html"
11458,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,23944071,wybory-2018-dwie-listy-pis-u-w-rodzinnym-miescie-marka-kuchcinskiego.html"
11459,"http://wyborcza.pl/7,75398,23944475,poslanka-sobecka-znow-popedza-julie-przylebska-w-sprawie-aborcji.html"
11460,"http://krakow.wyborcza.pl/krakow/7,44425,23943031,awaria-chlodni-szczepionki-uszkodzone-w-magazynie.html"
11461,"http://wyborcza.pl/7,75399,23944352,co-piec-sekund-umiera-dziecko-w-2017-r-zmarlo-6-milionow.html"
11462,"http://bialystok.wyborcza.pl/bialystok/7,35241,23943997,wybory-2018-wyrok-za-udostepnienie-mema.html"
11463,"http://wyborcza.pl/7,75398,23943915,sedziowie-przesluchiwani-w-krs-pod-budynkiem-protesty.html"
11464,"http://katowice.wyborcza.pl/katowice/7,35063,23943926,katowicki-sedzia-skrytykowal-wladze-dostal-wezwanie-na-przesluchanie.html"
11465,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,35590,23941997,ks-kneblewski-o-pedofilii-lamie-szoste-przykazanie-tak-samo.html"
11466,"http://wyborcza.pl/7,75398,23943959,trybunal-w-strasburgu-ekshumacje-smolenskie-naruszyly-konwencje.html"
11467,"http://wyborcza.pl/7,155287,23935556,prom-na-zagle-wiatr-sprzymierzencem-viking-line.html"
11468,"http://lodz.wyborcza.pl/lodz/7,35136,23941215,seksafera-w-zakladzie-karnym-koniec-sledztwa-w-sprawie-funkcjonariusza.html"
11469,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,23943669,cbsp-kontra-dopalacze-mocne-uderzenie-w-ogolnopolska-siatke.html"
11470,"http://torun.wyborcza.pl/torun/7,48723,23941867,marszalek-o-rzadzie-manipulacje-i-nagonka-jak-prl.html"
11471,"http://warszawa.wyborcza.pl/warszawa/7,54420,23942741,na-ursynowie-poluja-na-trolle-internetowe-prawie-100.html"
11472,"http://warszawa.wyborcza.pl/warszawa/7,54420,23941442,tragedia-w-ursusie-po-smierci-12-letniego-chlopca-mieszkancy.html"
11473,"http://warszawa.wyborcza.pl/warszawa/7,54420,23942872,szkolne-toalety-bez-drzwi-moj-syn-wraca-do-domu-z-bolem-brzucha.html"
11474,"http://krakow.wyborcza.pl/krakow/7,44425,23943173,pilka-nozna-i-gangsterzy-rozmowa-z-szymonem-jadczakiem-autorem.html"
11475,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,23941858,unikatowy-schron-z-czasow-zimnej-wojny-dostepny-dla-mieszkancow.html"
11476,"http://wyborcza.pl/7,75398,23943506,rmf-fm-stoleczna-policja-zatrzymala-froga.html"
11477,"http://opole.wyborcza.pl/opole/7,35086,23942008,antyaborcyjne-bannery-znow-w-opolu-ratusz-zglaszajmy-je-na.html"
11478,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23942614,zamek-ksiaz-50-metrow-pod-ziemia-wkrotce-bedzie-mozna-zwiedzac.html"
11479,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23941649,dziekani-wydzialow-prawa-przeciwko-zmianom-w-sadownictwie-list.html"
11480,"http://wyborcza.pl/7,154903,23942595,mistrzostwa-swiata-w-siatkowce-2018-czy-polakow-stac-na-wiecej.html"
11481,"http://wyborcza.pl/7,75398,23942871,w-lodzkich-podstawowkach-obiady-beda-za-darmo-za-to-rzadowy.html"
11482,"http://wyborcza.pl/7,75398,23942767,co-podpisal-prezydent-duda-w-waszyngtonie-porownujemy-dokumenty.html"
11483,"http://wyborcza.pl/TylkoZdrowie/7,157387,23939984,pogoda-w-czwartek-20-wrzesnia-2018-r-bedzie-goraco.html"
11484,"http://wyborcza.pl/7,155287,23939439,firmy-schodza-z-budow-ze-strata-a-banki-juz-nie-chca-ich-kredytowac.html"
11485,"http://wyborcza.pl/7,75399,23941171,rosja-sciga-za-feministyczna-satyre.html"
11486,"http://wyborcza.pl/7,154903,23942636,pilka-reczna-zatruwana-gazem.html"
11487,"http://wyborcza.pl/7,154903,23942609,bardzo-smierdzaca-ugoda-z-rosja.html"
11488,"http://wyborcza.pl/7,75399,23936973,ukrainscy-deputowani-oplywaja-w-dostatki-jednak-sludzy-narodu.html"
11489,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23943193,atak-na-synagoge-w-gdansku-w-trakcie-swieta-jom-kipur.html"
11490,"http://wyborcza.pl/7,154903,23943150,liga-mistrzow-czerwony-koszmar-cristiano-ronaldo-gol-lewandowskiego.html"
11491,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23942940,wroclawski-raper-nagral-piosenke-wyborcza-dla-patryka-jakiego.html"
11492,"http://szczecin.wyborcza.pl/szczecin/7,34939,23942282,pod-doniesieniu-do-prokuratury-resort-gospodarki-morskiej-skontroluje.html"
11493,"http://krakow.wyborcza.pl/krakow/7,44425,23942882,koniec-cieplej-pogody-snieg-i-mroz-w-tatrach.html"
11494,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,23942694,brytyjskie-muzeum-posiada-nieznany-skarb-z-wroclawia-to-psalterz.html"
11495,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,23941864,marszalek-odpowiada-szefowi-sztabu-pis-rzad-klamie-w-wydawaniu.html"
11496,"http://warszawa.wyborcza.pl/warszawa/7,54420,23942667,patryk-jaki-za-wyburzeniem-palacu-kultury-tak-uwaza-antoni.html"
11497,"http://wyborcza.pl/7,75400,23939487,droga-mleczna-wciaz-pamieta-o-groznym-zblizeniu-z-galaktycznym.html"
11498,"http://wyborcza.pl/7,75399,23942647,miedzynarodowy-trybunal-karny-otworzyl-dochodzenie-w-sprawie.html"
11499,"http://krakow.wyborcza.pl/krakow/7,44425,23940899,automatycznie-nakarm-kaczke.html"
11500,"http://warszawa.wyborcza.pl/warszawa/7,54420,23942254,tablica-upamietniajaca-bronislawa-geremka-odslonieta-nastroje.html"
11501,"http://wyborcza.pl/7,75398,23942090,sad-oddalil-pozew-w-trybie-wyborczym-przeciwko-morawieckiemu.html"
11502,"http://wyborcza.pl/7,155287,23941079,drogi-drozeja-w-oczach-ponad-50-mln-zl-za-1-km-nowego-odcinka.html"
11503,"http://wyborcza.pl/7,75399,23941917,szczyt-w-salzburgu-to-ostatnia-szansa-na-kompromis-w-sprawie.html"
11504,"http://wyborcza.pl/7,75398,23942021,chcial-postawic-przed-sadem-wspolpracownika-ziobry-od-dwoch.html"
11505,"http://wyborcza.pl/7,75398,23941994,szczerski-wizyta-andrzeja-dudy-w-usa-to-sukces.html"
11506,"http://wyborcza.pl/7,154903,23941898,mistrzostwa-swiata-w-siatkowce-2018-jak-polacy-wlamali-sie.html"
11507,"http://krakow.wyborcza.pl/krakow/7,44425,23941676,pisarze-groza-bojkotem-targow-ksiazki-wsrod-nazwisk-dehnel.html"
11508,"http://warszawa.wyborcza.pl/warszawa/7,54420,23941624,posel-robert-winnicki-zaplaci-10-tys-zl-grzywny-za-bandyte.html"
11509,"http://wyborcza.pl/7,75398,23940838,niewykorzystana-szansa-opozycja-o-spotkaniu-trump-duda.html"
11510,"http://wyborcza.pl/7,75399,23941156,timmermans-proponuje-zaskarzenie-polski-ale-bruksela-zwleka.html"
11511,"http://wyborcza.pl/7,75398,23941126,kolejny-odcinek-serialu-o-zlym-nielsenie-i-dobrej-tvp.html"
11512,"http://katowice.wyborcza.pl/katowice/7,35063,23940249,wujek-gwalcil-8-latke-a-jej-matka-sie-temu-przygladala-sad.html"
11513,"http://warszawa.wyborcza.pl/warszawa/7,54420,23940241,trzaskowski-pogardza-przyjezdnymi-tak-powstaja-fake-newsy-przed.html"
11514,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,23939906,rezydenci-bon-patriotyczny-jak-kredyt-ktory-splacimy-w-euro.html"
11515,"http://wyborcza.biz/biznes/7,147584,23939897,for-konstytucja-biznesu-wprowadzona-przez-pis-to-zwykla-propaganda.html"
